min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
4847,361958,10125.395833333334,7023.5,18566.749999999996,63669.81999999964,19823.105474272925,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
4628,367229,8895.9675,6859.5,12293.39999999999,39525.32999999993,17033.318648307413,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
4731,734195,9149.955833333333,6917.0,14403.449999999997,35961.369999999995,23465.456322479986,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4258,355697,7973.55875,6159.5,12506.749999999996,39055.29999999968,12863.92789061264,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
4132,373278,7679.578333333333,6167.5,12242.149999999945,27250.879999999932,11353.993092690513,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
4423,385894,8106.07875,6153.5,12774.149999999983,35784.24999999997,16011.969558636909,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
3890,416429,8718.533226581265,6302.0,15617.899999999998,62685.539999999884,15473.556071397828,60.0,62.45,3747,target_rps60.00_iter01_rps62.45_lat.csv
4085,665031,8710.117066666666,6155.0,13834.249999999996,68182.89999999994,20723.030935894218,60.0,62.5,3750,target_rps60.00_iter02_rps62.50_lat.csv
4215,372897,7973.300266666667,6182.5,12987.499999999993,36281.80999999966,13352.671959762956,60.0,62.5,3750,target_rps60.00_iter03_rps62.50_lat.csv
3910,711810,8779.611066559743,5989.5,14748.649999999992,56642.7600000001,23244.570854226735,80.0,83.13,4988,target_rps80.00_iter01_rps83.13_lat.csv
3955,536919,8900.876201923076,5822.0,13758.9,81281.41000000009,22040.045182624785,80.0,83.2,4992,target_rps80.00_iter02_rps83.20_lat.csv
3870,1011513,9489.386986986987,5933.0,14583.300000000003,83152.26000000031,30488.53756337526,80.0,83.25,4995,target_rps80.00_iter03_rps83.25_lat.csv
3965,669373,11111.827313959348,6268.0,20470.19999999999,108585.35999999949,29104.890870712476,100.0,99.22,5953,target_rps100.00_iter01_rps99.22_lat.csv
3826,649067,10724.820990764063,6000.0,19278.2,141173.72000000003,28281.656226965348,100.0,99.25,5955,target_rps100.00_iter02_rps99.25_lat.csv
3881,810577,9834.176578991455,5903.0,17391.199999999993,95986.35999999983,26733.03790314319,100.0,99.48,5969,target_rps100.00_iter03_rps99.48_lat.csv
3833,814878,11027.34879331266,5850.0,19717.199999999983,145640.52000000008,30805.593757456616,120.0,123.61,7417,target_rps120.00_iter01_rps123.61_lat.csv
3873,639221,11796.458305176375,6159.0,24132.19999999999,156781.55999999904,30628.275860619386,120.0,123.32,7399,target_rps120.00_iter02_rps123.32_lat.csv
3932,509315,12123.27757526664,6106.0,23936.599999999995,164517.73999999982,31642.561493164514,120.0,123.45,7407,target_rps120.00_iter03_rps123.45_lat.csv
3487,657210,10606.072882158069,5849.5,20855.499999999993,125897.12999999995,26503.79123305575,140.0,140.85,8452,target_rps140.00_iter01_rps140.85_lat.csv
3836,540331,9877.510309885707,5828.0,17631.999999999993,102076.01999999968,23883.635810079766,140.0,141.45,8487,target_rps140.00_iter02_rps141.45_lat.csv
3637,597008,9656.09235481211,5662.0,17290.6,103322.8800000014,23931.689586420427,140.0,141.48,8489,target_rps140.00_iter03_rps141.48_lat.csv
3700,579890,10976.26799433886,5657.0,21888.549999999894,143058.1800000001,28683.13588747788,160.0,164.86,9892,target_rps160.00_iter01_rps164.86_lat.csv
3578,744268,10097.450881101884,5753.5,19793.15,105069.92000000004,25686.658047110675,160.0,164.57,9874,target_rps160.00_iter02_rps164.57_lat.csv
3657,1009001,12019.912634136464,5899.0,21336.399999999972,156096.3199999993,37446.635453059906,160.0,164.63,9878,target_rps160.00_iter03_rps164.63_lat.csv
3598,1049258,16221.300170212766,6183.0,49763.24999999993,233313.61000000057,53415.43718484728,180.0,195.83,11750,target_rps180.00_iter01_rps195.83_lat.csv
3729,659968,14941.674689507494,6273.0,49185.69999999991,215100.94000000012,38147.68308216446,180.0,194.58,11675,target_rps180.00_iter02_rps194.58_lat.csv
3781,667165,15210.186381156316,6566.0,48190.899999999965,195559.28000000014,38513.477206559335,180.0,194.58,11675,target_rps180.00_iter03_rps194.58_lat.csv
3621,874386,16833.081998277346,6589.5,54604.599999999904,244903.4399999992,46744.947716891795,200.0,193.5,11610,target_rps200.00_iter01_rps193.50_lat.csv
3740,908755,13488.951244635193,6670.0,36747.49999999999,154977.47000000018,32690.877277064017,200.0,194.08,11650,target_rps200.00_iter02_rps194.08_lat.csv
3672,792088,15738.430535269354,6726.0,43769.40000000001,233532.06000000032,43059.05956301621,200.0,193.98,11639,target_rps200.00_iter03_rps193.98_lat.csv
3702,948618,22149.31254773974,7825.0,89444.0,259923.0,50746.050981116336,220.0,240.0,14401,target_rps220.00_iter01_rps240.00_lat.csv
3937,651855,20763.727704448636,7766.0,79640.29999999973,255575.09999999942,46493.5409959012,220.0,238.65,14319,target_rps220.00_iter02_rps238.65_lat.csv
3961,783708,22781.557513460597,8022.0,96401.0,251292.0,49271.03859944563,220.0,238.35,14301,target_rps220.00_iter03_rps238.35_lat.csv
3484,1282443,24793.107028531664,7574.5,103417.29999999993,333674.54999999865,64751.460938723634,240.0,239.5,14370,target_rps240.00_iter01_rps239.50_lat.csv
3878,908327,24139.016170449024,7886.0,105712.19999999982,286864.88000000006,57949.70176240009,240.0,240.15,14409,target_rps240.00_iter02_rps240.15_lat.csv
3830,1698959,23143.288743655703,7916.0,89652.59999999993,248406.42000000007,62524.90161450799,240.0,239.71,14383,target_rps240.00_iter03_rps239.71_lat.csv
3714,985493,38570.21208827046,17583.5,132710.34999999998,293773.32999999996,59367.702848343455,260.0,306.63,18398,target_rps260.00_iter01_rps306.63_lat.csv
4077,1081429,47086.35057910839,21879.0,166713.6999999996,380138.64000000106,74230.73314116383,260.0,305.05,18304,target_rps260.00_iter02_rps305.05_lat.csv
3821,1212880,44169.26082666374,20145.5,157249.75000000003,347776.92000000004,68707.36739534896,260.0,304.03,18242,target_rps260.00_iter03_rps304.03_lat.csv
3955,1038308,45698.55137599739,22674.0,154250.99999999985,339915.63999999943,67365.50569242038,280.0,307.05,18423,target_rps280.00_iter01_rps307.05_lat.csv
3896,839795,42146.59662853702,21185.0,139897.0,337080.5999999996,61409.21462131403,280.0,304.52,18271,target_rps280.00_iter02_rps304.52_lat.csv
3810,918832,42088.83177111717,19732.5,144939.69999999992,329450.8699999958,62782.02071703062,280.0,305.83,18350,target_rps280.00_iter03_rps305.83_lat.csv
3876,1134167,47080.57162542027,23263.0,164415.29999999993,356567.6799999992,69447.99588105385,300.0,302.37,18143,target_rps300.00_iter01_rps302.37_lat.csv
4015,934215,44229.10977146928,21730.0,154219.20000000004,339340.14000000036,63954.89726838856,300.0,304.11,18247,target_rps300.00_iter02_rps304.11_lat.csv
4024,838199,42128.89901869415,20098.0,147855.0,302239.19999999984,60425.02505645749,300.0,303.99,18241,target_rps300.00_iter03_rps303.99_lat.csv
3830,780625,46237.40196455029,22986.0,163686.5,356442.75999999867,66550.94516248525,320.0,303.71,18223,target_rps320.00_iter01_rps303.71_lat.csv
3863,1011076,43446.41580962801,19902.0,152928.64999999988,330786.49999999977,66927.89682736636,320.0,304.66,18280,target_rps320.00_iter02_rps304.66_lat.csv
3777,996290,40340.52125500521,17973.0,145318.0,326037.60000000015,60688.93035981161,320.0,303.85,18231,target_rps320.00_iter03_rps303.85_lat.csv
3942,1352048,66055.67297137216,48885.0,185343.19999999998,353026.2399999996,69407.2598146009,340.0,422.08,25325,target_rps340.00_iter01_rps422.08_lat.csv
4028,1207460,65971.787816618,48319.0,182782.5,371582.54999999964,72378.80442614514,340.0,422.33,25346,target_rps340.00_iter02_rps422.33_lat.csv
3660,960582,67388.56815569385,49942.0,186543.39999999988,354917.84000000055,71020.49674394338,340.0,420.49,25229,target_rps340.00_iter03_rps420.49_lat.csv
4186,1370062,73282.56391370845,54402.0,196491.0,388620.94999999925,77100.2696478942,360.0,414.1,24846,target_rps360.00_iter01_rps414.10_lat.csv
4176,1082671,70440.15146618319,51130.0,197812.39999999997,384278.5500000003,75795.03903075565,360.0,422.87,25372,target_rps360.00_iter02_rps422.87_lat.csv
3957,1223976,73645.69544,53584.5,204295.99999999997,421915.48999999947,79218.16020507496,360.0,416.67,25000,target_rps360.00_iter03_rps416.67_lat.csv
3901,985356,62891.52769248708,47121.0,174848.99999999985,345795.04000000015,64737.89005390706,380.0,428.82,25729,target_rps380.00_iter01_rps428.82_lat.csv
3856,1585055,70566.99680597245,49783.5,205260.75,396329.65000000043,82096.82430604231,380.0,433.06,25986,target_rps380.00_iter02_rps433.06_lat.csv
3996,1088504,70205.31991851168,50130.0,201852.5,397581.5999999993,77462.99357159648,380.0,433.43,26016,target_rps380.00_iter03_rps433.43_lat.csv
3732,1143611,66159.32572662093,48476.0,187207.54999999952,366271.24,70997.60550376687,400.0,432.36,25942,target_rps400.00_iter01_rps432.36_lat.csv
3969,1358510,68543.57874076355,49860.5,194328.5499999999,375058.48999999964,74358.73306997723,400.0,433.05,25984,target_rps400.00_iter02_rps433.05_lat.csv
3905,811047,64680.458999305076,47289.5,184891.49999999997,342115.40999999945,68017.49844908876,400.0,431.31,25902,target_rps400.00_iter03_rps431.31_lat.csv
3773,1355310,66990.30877288031,49052.0,188393.0,371373.7999999979,72182.69056874863,420.0,430.3,25841,target_rps420.00_iter01_rps430.30_lat.csv
4103,931438,70496.78949664829,52481.0,193368.0,382618.5000000004,73494.75495885576,420.0,420.18,25211,target_rps420.00_iter02_rps420.18_lat.csv
4059,990492,73150.23912523901,53911.0,203192.09999999998,393465.7300000008,76029.3108601191,420.0,418.4,25104,target_rps420.00_iter03_rps418.40_lat.csv
4270,1019441,74246.10705596107,53166.0,214245.5,406766.09999999974,80213.60520422918,440.0,417.85,25071,target_rps440.00_iter01_rps417.85_lat.csv
3813,1488414,70928.78564973084,52051.0,194107.59999999995,399018.3200000002,76466.2787814856,440.0,424.13,25449,target_rps440.00_iter02_rps424.13_lat.csv
4029,1167603,67007.12508416842,49271.0,187090.89999999997,367428.04000000015,71899.76992704914,440.0,420.78,25247,target_rps440.00_iter03_rps420.78_lat.csv
3776,987786,69595.343212427,50628.0,192521.5,385614.09999999986,75321.7806575296,460.0,419.48,25171,target_rps460.00_iter01_rps419.48_lat.csv
4168,912396,67247.72264791848,50580.5,186314.15,355157.26999999967,67428.30635248109,460.0,421.96,25318,target_rps460.00_iter02_rps421.96_lat.csv
3654,1101073,65416.911829479315,48345.5,178751.3,378465.8999999998,71433.8016907963,460.0,423.8,25428,target_rps460.00_iter03_rps423.80_lat.csv
3939,1070248,65603.68437326569,47944.5,184821.25,367772.5,69876.63788686939,480.0,420.43,25226,target_rps480.00_iter01_rps420.43_lat.csv
3958,1398059,70490.92264219007,51410.0,195892.79999999987,401300.96000000054,75867.72655204787,480.0,415.81,24949,target_rps480.00_iter02_rps415.81_lat.csv
3890,1599174,71348.72942018611,51887.0,196849.25,394245.84999999974,77583.13788170148,480.0,419.1,25146,target_rps480.00_iter03_rps419.10_lat.csv
