target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,39.95,39.98,39.98,39.95,40.00,99.9
60.00,62.42,62.32,62.38,62.37,62.32,62.42,104.0
80.00,83.03,83.02,82.85,82.97,82.85,83.03,103.7
100.00,93.95,97.25,93.18,94.79,93.18,97.25,94.8
120.00,92.45,90.50,90.23,91.06,90.23,92.45,75.9
140.00,93.92,89.02,92.71,91.88,89.02,93.92,65.6
160.00,86.42,84.05,97.83,89.43,84.05,97.83,55.9
180.00,83.75,94.30,87.30,88.45,83.75,94.30,49.1
200.00,84.00,75.13,86.12,81.75,75.13,86.12,40.9
220.00,79.80,73.05,72.80,75.22,72.80,79.80,34.2
240.00,71.55,71.11,77.57,73.41,71.11,77.57,30.6
260.00,67.05,67.20,67.65,67.30,67.05,67.65,25.9
280.00,66.43,71.78,69.77,69.33,66.43,71.78,24.8
300.00,75.13,69.85,75.53,73.50,69.85,75.53,24.5
320.00,76.00,72.25,71.30,73.18,71.30,76.00,22.9
340.00,72.68,57.56,68.48,66.24,57.56,72.68,19.5
360.00,59.51,59.50,65.80,61.60,59.50,65.80,17.1
380.00,65.00,65.94,64.82,65.25,64.82,65.94,17.2
400.00,62.41,61.53,59.40,61.11,59.40,62.41,15.3
420.00,61.32,60.03,67.63,62.99,60.03,67.63,15.0
440.00,60.63,64.37,64.62,63.21,60.63,64.62,14.4
460.00,57.75,66.77,69.25,64.59,57.75,69.25,14.0
480.00,76.63,62.23,90.77,76.54,62.23,90.77,15.9
500.00,79.08,79.17,67.70,75.32,67.70,79.17,15.1

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,93.95,100.00
Max Iter2,97.25,100.00
Max Iter3,97.83,160.00
Overall Max,97.83,160.00
Avg of Max,96.34,
